dt,2,4,8,16
1.000e+00,1.052e-01,1.782e-02,3.262e-09,5.926e-08
5.000e-01,6.242e-02,1.470e-03,1.586e-09,9.837e-09
2.500e-01,2.220e-02,5.568e-05,1.361e-10,1.870e-09
1.250e-01,6.062e-03,1.623e-06,2.537e-11,4.408e-10
6.250e-02,1.549e-03,4.639e-08,6.811e-12,6.856e-11
3.125e-02,3.894e-04,1.264e-09,8.797e-13,3.336e-12
1.562e-02,9.747e-05,3.363e-11,1.960e-12,9.196e-13
7.812e-03,2.438e-05,1.197e-12,4.806e-12,2.306e-13
