dt,2,4,8
1.000e+00,5.016e-02,8.749e-14,1.231e-13
5.000e-01,1.368e-02,9.931e-14,1.016e-13
2.500e-01,3.345e-03,1.186e-13,9.991e-14
1.250e-01,8.360e-04,9.314e-14,1.097e-13
6.250e-02,2.090e-04,1.039e-13,1.071e-13
3.125e-02,5.225e-05,1.042e-13,1.060e-13
1.562e-02,1.305e-05,1.035e-13,1.053e-13
