dt,4
1.000e+00,1.273e-05
5.000e-01,3.149e-07
2.500e-01,7.415e-09
1.250e-01,1.738e-10
6.250e-02,2.312e-11
3.125e-02,1.755e-11
1.562e-02,8.393e-11
7.812e-03,3.166e-10
3.906e-03,1.173e-10
