dt,2,4,8
1.000e+00,1.505e-01,2.555e-02,1.201e-13
5.000e-01,8.943e-02,2.073e-03,9.895e-14
2.500e-01,3.183e-02,7.523e-05,9.628e-14
1.250e-01,8.692e-03,2.142e-06,1.048e-13
6.250e-02,2.221e-03,6.206e-08,1.006e-13
3.125e-02,5.583e-04,1.097e-09,6.107e-14
1.562e-02,1.398e-04,3.366e-11,5.031e-14
