dt,2,4,8
1.000e+00,3.511e-01,1.447e-01,8.977e-04
5.000e-01,2.648e-01,3.371e-02,1.027e-05
2.500e-01,1.471e-01,2.702e-03,4.390e-08
1.250e-01,5.302e-02,1.130e-04,1.786e-11
6.250e-02,1.482e-02,3.920e-06,8.914e-13
3.125e-02,3.814e-03,1.196e-07,6.905e-13
1.562e-02,9.605e-04,2.088e-09,4.550e-12
