dt,2,4,8,16
1.000e+00,2.734e-01,7.543e-03,4.762e-07,3.731e-06
5.000e-01,9.801e-02,2.708e-04,4.139e-08,7.380e-07
2.500e-01,2.688e-02,7.801e-06,7.150e-09,1.633e-07
1.250e-01,6.870e-03,2.308e-07,2.470e-09,3.520e-08
6.250e-02,1.727e-03,6.324e-09,3.975e-10,4.485e-09
3.125e-02,4.324e-04,1.617e-10,4.712e-11,2.399e-10
1.562e-02,1.081e-04,4.137e-12,6.817e-12,3.212e-12
7.812e-03,2.704e-05,5.464e-13,1.569e-12,2.794e-13
