dt,2,4
1.000e+00,2.600e-03,1.273e-05
5.000e-01,1.654e-04,3.149e-07
2.500e-01,6.689e-05,7.415e-09
1.250e-01,1.668e-05,1.738e-10
6.250e-02,4.167e-06,4.505e-12
3.125e-02,1.041e-06,6.087e-13
1.562e-02,2.603e-07,3.009e-13
7.812e-03,6.508e-08,4.315e-13
3.906e-03,1.627e-08,1.839e-12
1.953e-03,4.067e-09,6.804e-12
9.766e-04,1.017e-09,1.617e-12
