dt,2,4,8
1.000e+00,7.523e-01,4.262e-01,2.118e-02
5.000e-01,6.177e-01,1.855e-01,1.012e-03
2.500e-01,4.274e-01,3.446e-02,1.808e-05
1.250e-01,2.160e-01,2.592e-03,1.074e-07
6.250e-02,7.436e-02,1.236e-04,3.351e-10
3.125e-02,2.055e-02,4.505e-06,1.649e-13
1.562e-02,5.277e-03,1.395e-07,7.373e-14
